,HateSpeech,BestCS,BestIntent,Score,E,R,A,C,L,CSCount,Target
2358,This country was built on the backs of slaves. Those niggas should all be put back in their place.,"For the record, slavery was prohibited in 1807. People of colour have since made immense progress and have risen through the heirarchy, we should respect that.",Informative,9.0,3.0,3.0,1.0,2.0,2.0,3,POC
2359,Muslim folks are sub-human.,"We should treat all people with dignity, regardless of their religion, culture, skin colour, or sexual orientation.",Informative,8.0,2.0,2.0,1.0,1.0,2.0,1,MUSLIMS
2360,Feminism is just a bunch of death threats.,"Feminists are surrounded by threats all the time, and it is important to take them seriously. ",Informative,9.0,3.0,3.0,1.0,2.0,2.0,2,WOMEN
2361,Children with Down Syndrome are an obstacle to the development process of other children. They are slow learners and therefore should be isolated.,That's exactly why you should not isolate them. You will have a lot of children capable of understanding the diversity of humans.,Positive,7.0,2.0,2.0,1.0,2.0,2.0,1,DISABLED
2362,Jews own everything,"Even if some high-profile individuals in industry are Jewish, that does not mean that the entire world “is controlled by Jews.”",Informative,8.0,3.0,3.0,2.0,2.0,2.0,4,JEWS
2363,Gays are just an abomination to God.,"I think it would be best to respect our differences and live in peace, as we do not all share the same sexual orientation, or the same misinterpretation of God's perspective.",Positive,7.0,3.0,2.0,1.0,2.0,3.0,1,LGBT+
2364,"We are being invaded by immigrants, they are invading our culture.",You don't seem to have any evidence for the 'invasion' you are talking about. Wouldn't it be better to spread the word about the importance of respecting the culture of other people?,Questioning,7.0,3.0,3.0,2.0,2.0,3.0,1,MIGRANTS
2365,I do not want migrants.,We are not the only ones who are suffering from the refugee crisis.,Informative,4.0,1.0,1.0,2.0,1.0,1.0,1,MIGRANTS
2366,Migrants from Muslim countries are a problem.,Many migrants come here as young people seeking a better future. This is not a problem.,Informative,10.0,3.0,3.0,1.0,1.0,2.0,2,OTHER
2367,All these autistic people are endangering our society.,I'd like to see a reduction in cases of discrimination against autistic people. They are no danger.,Positive,7.0,2.0,2.0,1.0,2.0,2.0,1,DISABLED
2368,Islam is a religion of violence.,Not all Muslims believe what you claim.,Informative,6.0,2.0,2.0,2.0,1.0,1.0,6,MUSLIMS
2369,Freedom of speech is under attack. It's being taken away by Zionist Occupation Government.,"Freedom of speech means that you can disagree with ideas. Freedom of speech means that you cannot be censored. Freedom of speech means that you can have your ideas promoted. In the end you can have a lot of different beliefs, but there is no such thing as a Zionist Occupation Government, otherwise you would not be allowed to freely express these antisemitic ideas.",Informative,7.0,3.0,3.0,2.0,2.0,3.0,1,JEWS
2370,"It is okay to blame feminism. All feminists are bad. We must point out that feminism, or the attack of women against men, should be deleted.",Since when was blaming women exclusively for invoking equal rights an acceptable attitude? This makes zero sense.,Questioning,5.0,2.0,2.0,2.0,2.0,1.0,1,WOMEN
2371,"Muslims are all terrorists, they have nothing to contribute to our society.","The overwhelming majority of Muslims in this country are contributing members of our society. They are good people, who do not pose a threat to anyone.",Informative,7.0,3.0,2.0,2.0,2.0,2.0,4,MUSLIMS
2372,Gays are sick. We should cure them.,"There are many different health problems for which there is no cure, and homosexuality is not among them. That's why we need to discuss these issues, rather than fighting against people who happen to love someone of their own sex.",Positive,6.0,3.0,2.0,2.0,2.0,3.0,1,LGBT+
2373,Black people are worse than dogs. They deserve only people being bad with them.,"My opinion is that black people are just like us even if they have a different skin color, but I don't think they are inherently worse than us.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,2,POC
2374,Feminism is just an ideological cancer spreading like a plague throughout our civilization.,"Feminism is a fight for equality, not a disease. It does not mean less for men, it means more opportunities for all genders.",Informative,9.0,3.0,3.0,1.0,2.0,2.0,2,WOMEN
2375,Why gays do not try to heal?,Homosexuality is not a disease. It is a sexual orientation. 5% of the population simply love people of the same sex.,Informative,8.0,3.0,3.0,2.0,2.0,2.0,4,LGBT+
2376,"If Islam didn't exist, there would be no rape gangs targeting women in British cities",Rape gangs have nothing in common with Islam,Informative,7.0,2.0,2.0,1.0,1.0,1.0,2,MUSLIMS
2377,"We are not homophobes, we want to help them to become normal again.","This is another type of anti-gay prejudice, in that the source is a lack of understanding about LGBT and human rights.",Denouncing,9.0,3.0,3.0,1.0,2.0,2.0,2,LGBT+
2378,"Immigrants come here to have a better life, with lots of money, but also the freedom to move freely and to rape and pillage our countries.","There is a big difference between a 'better life' and committing crimes such as rape or pillage. Migrants come here to earn their better life, not to steal.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,MIGRANTS
2379,Homosexuals want to have sex with as many different men as possible. It is a disease and should be discouraged.,"I do not know your intentions, but I find it hard to understand why you would say that. What do you mean by ""as many different men as possible""? I am not sure what you are talking about.",Questioning,7.0,3.0,2.0,2.0,2.0,2.0,2,LGBT+
2380,The refugee crisis is about Islam. Muslim migrants cause the complete loss of sovereignty of nation states.,"Refugees and migrants come to our country in great numbers to work and provide for their families. We welcome them as if they were part of our own family, regardless of their religion. The refugee crisis has nothing to do with the absence of a strong national identity in the wake of the rapid change in the western world.",Informative,7.0,3.0,3.0,2.0,2.0,3.0,1,MUSLIMS
2381,"Jews are a separate ethnicity, a danger to national security, and should be banned.","The world is full of different ways of life, and I find it rather hard to see how diversity in a religion is a hindrance to a thriving society.",Positive,6.0,2.0,2.0,2.0,2.0,2.0,1,JEWS
2382,"Women are not able to take wise decisions, their behaviour is immoral.","Why do you think that women are incapable of acting ethically? They have always acted this way, from when they were children.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,2,WOMEN
2383,Women are subhuman and deserve nothing but hatred and violence.,"You should be very, very careful what you wish for. Would you wish that for your mother or your daughter?",Questioning,6.0,3.0,2.0,3.0,2.0,2.0,1,WOMEN
2384,"We should remove the migrants' right to work, because most of them are not willing to.","They have the right to work. Migrants have a hard time finding regular jobs, just because often they are employed illegally.",Informative,10.0,3.0,3.0,1.0,1.0,2.0,1,MIGRANTS
2385,"I find it highly offensive that we accept strangers here, when we should start a war in their country that would benefit all of us.",Why do you think it is beneficial to all of us to see our neighbours suffer? We all benefit from peace in our society.,Questioning,7.0,3.0,2.0,2.0,2.0,2.0,2,MIGRANTS
2386,What did God think of Charlie Hebdo? Charlie is the victim of terrorism by Muslims.,The Charlie Hebdo terrorist attacks were not so much the work of a religion as an expression of hatred and intolerance,Informative,7.0,3.0,2.0,2.0,2.0,2.0,1,MUSLIMS
2387,A person's entire life should be defined by the gender they were born into. If you are a woman you are subhuman and that's all.,Maybe we should abandon stereotypes and accept everyone equally.,Positive,5.0,2.0,2.0,2.0,2.0,1.0,1,WOMEN
2388,"Afro-Saxon people have low birthrates because they want to look like white people, but they live as animals.","Low birthrate is normal in any population and is directly related to access to affordable, quality health care.",Informative,7.0,3.0,2.0,2.0,2.0,2.0,1,POC
2389,"Immigrants steal our jobs and opportunities, and they should not be allowed to work.","The right to work is a fundamental human right, and not granting this right to immigrants would mean to revoke a fundamental right enshrined in the US constitution.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,MIGRANTS
2390,Preserving white blood is the most important thing.,"To be honest, freedom is much more important. Freedom to choose your religion, freedom to practise your religion, freedom to marry who you want (regardless of race), freedom to divorce, to die where you want.",Informative,5.0,1.0,2.0,2.0,2.0,2.0,1,POC
2391,Muslim folks are immoral.,Does that mean that every Muslim in the world is an immoral person? I don't think so. Why would this be true?,Questioning,9.0,3.0,3.0,2.0,1.0,2.0,1,MUSLIMS
2392,The gays are insane. They should go back to the closet.,"The fact of this issue is that they are told to feel a certain way by the society which makes them feel uncomfortable in their own skin, which could possibly explain the hatred they feel, which you are labelling as ""insanity"".",Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,LGBT+
2393,Gay men engage in anal sex and they must be condemned.,"Anal sex can't be ostracized. If we consider the sexual activities of all people, then any person practicing anal sex should be blamed, following your reasoning.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,LGBT+
2394,No one should honor or respect women. They don't deserve it.,"We have a legal and policy framework that ""enables"" us to do so. If women are being victims of sexual abuse and violence, then it is also our responsibility to address this situation and put an end to it.",Informative,9.0,3.0,3.0,1.0,2.0,2.0,2,WOMEN
2395,Niggas shouldn't be part of our society. They are just too different from us.,A society is built on the cooperation of its members. Be kind to each other and respect each other's differences.,Informative,8.0,3.0,2.0,1.0,2.0,2.0,3,POC
2396,Niggas are not as British as we are. They are just an inferior type of citizens.,"So you're saying that they can't be proud of being British, just because of the colour of their skin?",Questioning,8.0,3.0,2.0,2.0,1.0,2.0,1,POC
2397,"Women are naturally more emotional than men, and this make them weaker.","Research clearly shows that women are more emotionally expressive (because of culture influence) but not that they experience more emotions. Both men and women can feel the same way about things - whether it be a romantic relationship, a significant other, an argument, or anything else - that can provoke a feeling of fear or anger in the “emotionally unavailable” part of the brain. That is why emotion overrides everything, regardless of gender.",Informative,5.0,3.0,2.0,2.0,3.0,3.0,4,WOMEN
